Date,Title,Text,Category,site
"August 10, 2023",FMC Commits $30 Million to Global Zero Hunger Goal,"Agricultural sciences company FMC Corporation announced a $30.5 million commitment to UN-backed Zero Hunger Private Sector Pledge, aimed at investing in training, technology and development for farmers in vulnerable regions, in order to advance global food security.
The pledge calls on companies to align their business efforts and investments with the UN Sustainable Development Goal 2, Zero Hunger, to create a world free of hunger by 2030.
FMC Chief Sustainability Officer Julie DiNatale said:
“FMC’s commitment to the Zero Hunger Private Sector Pledge further aligns our investments with continuous efforts to support farmers, secure the future of food and achieve the goal of Zero Hunger by 2030.”
As part of FMC’s commitment, the company will continue its existing work boosting smallholder farmers’ productivity and incomes, offering rural women and youth training opportunities, and advancing digital precision technologies across Asia, Africa, and Latin America.
The company said that a substantial part of its commitment is in precision agriculture technology, aimed at helping farmers adapt to unpredictable conditions, like evolving weather. Investments will include the launch its Arc farm intelligence platform across multiple countries, providing real-time pest insights, proactive treatment, and field monitoring equipment at no cost. FMC said that it will also invest in its Sustainable, Transformational Initiative toward Development (STRIDE) program, aimed at smallholder farmer access to innovative crop protection technologies and extension services to improve their yields, grow their incomes and enhance their quality of life.
Additional commitments involve partnerships with youth extension services in Kenya, rural women trained in beekeeping in India with G.B. Pant University, and a collaboration with Brazilian fintech startup Traive for access to credit for farmers.
DiNatale added:
“We are not going to achieve Zero Hunger by 2030 by doing things the way we’ve always done them. Innovation is essential. Involvement in this global movement creates new avenues for growth and innovation through opportunities to collaborate on ground-breaking solutions that transform the way food is produced.”",COMPANIES/ SOCIAL,ESGTODAY
"August 10, 2023",Cleantech Startup Matter Raises $10 Million to Apply Microplastics Removal Tech to Industry,"Microplastics-focused technology company Matter announced that it has raised $10 million, with proceeds aimed at helping the company develop its sustainable laundry-focused solutions to keep microplastics out of water systems to commercial and industrial applications.
Founded in 2018, UK-based Matter provides technology solutions for capturing and recycling microplastics, particularly in high pollution areas like wastewater and textiles, with a goal of ending microplastic pollution at its source. According to estimates cited by the company, up to 700,000 microplastic fibers are released from washing machines for each laundry cycle, and oceans currently contain 171 trillion microplastic particles, creating hazards for human and animal health.
Adam Root, founder and CEO of Matter, said:
“Matter’s vision is to live in a world without micropollutants. We are dedicated to building the necessary tools, techniques, and scalable solutions to drive this transformation. The combined support and expertise of our investors enables us to accelerate our work, moving beyond laundry into industrial-scale applications of our technology, and drive globally meaningful reductions in micropollutant emissions with confidence and speed.”
The Series A financing round was led by S2G Ventures and SOUNDWaves, a sustainability-focused investment vehicle founded by Ashton Kutcher and Guy Oseary, with additional funding from Leonardo Dicaprio-backed climate tech venture fund Regeneration.VC , and ocean impact venture fund manager Katapult Ocean.
Kate Danaher, Managing Director at S2G Ventures said:
“As established partners of Matter, we’ve been impressed by the relentless determination and speed at which they’ve been able to develop innovative solutions and demonstrate an instant impact on the industry. Continued investment in solutions like the ones Matter provides are critical, if not essential, to ensuring the long-term health of our oceans, and subsequently, the overall health of our planet.”",ENVIRONMENT/ PRIVATE EQUITY,ESGTODAY
"August 10, 2023",Guest Post: A New Seat for Tax at the Sustainability Table,"By: Brett Weaver, ESG Tax Leader, and Richard Marcos, Tax Credits Practice Leader, KPMG U.S.
There’s no question that sustainability is an increasingly important consideration for businesses around the world. But with new green initiatives that use the tax code to offer substantial credits, like the Inflation Reduction Act, tax departments are entering the conversation in a whole new way. As a result, tax professionals will have to take on an expanded role in both data management and early strategic planning.
Organizations today are making growing commitments to environmental, social, and governance responsibility, and governments around the world are offering an array of incentives that are dramatically different from those of the past, in both quantity and quality. In the United States and Europe especially, green initiatives have put a lot of money on the table while making incentives more accessible—though also more complex and data-intensive. And because these initiatives are managed through the tax code, they have given tax professionals a central role in what must be a coordinated and proactive decision-making process, as well as offering them a seat at the sustainability table.
The Inflation Reduction Act brings real value to sustainability
In the United States, the Inflation Reduction Act (IRA) of 2022 directs nearly $400 billion in federal funding toward lowering the country’s carbon emissions by the end of the decade through clean energy, clean transportation, and other commitments to the renewables space. Its arrival on the scene has fundamentally shifted the landscape of tax incentives for sustainable practices.
Although the IRA focuses on clean energy, it also includes several social aspects of sustainability—things like bonus credits for paying a “prevailing wage,” or for including apprenticeships in work that’s being done, and even for locating projects in a brownfield, where there was a hazardous substance, pollutant, or contaminant in the past (e.g., a coal mine). There are also similar bonuses for basing a facility within a low-income tract and using domestic materials such as U.S. steel and iron.
For companies, these credits, grants, and incentives—and their complex qualification requirements that require extensive evidentiary support—can quickly become a data-management story. But it’s a story worth telling well. Getting the details right, with proper documentation, can make a significant difference in the size of the benefit. Companies that navigate this landscape strategically can see benefits totaling 50% of the cost of building a facility. This, in turn, can translate into many millions of dollars in government funding.
Improved access
In addition to being more varied, credits are now also far more accessible. In the past, companies might generate credits but would often struggle to benefit from them, which often required jumping through complicated hoops. In short, credits today are easier to monetize. Years ago, a hospital that usually didn’t pay tax couldn’t benefit from the credit if it installed solar panels on its roof. Today, however, it can take the credit, monetize it immediately, and use the cash to hire more critical healthcare workers.
While organizations can continue to also access other tax credits, the advantage of the IRA is that it builds its new incentives directly into the tax code. That allows every taxpayer to apply for the same credits, making them more broadly accessible than previous discretionary funding programs.
A new role for tax
So, what does this all mean for corporate tax departments? Well, at the end of the day, it’s the tax professionals who have to get the numbers right, by asking (and answering) the right questions: Was the prevailing wage met? How many apprenticeships are required? What percentage of the iron was domestic? And it’s the tax department that must ensure the documentation and support is there to back up those claims. Data management, then, takes on a whole new importance for the tax professionals of today.
Early engagement is key to good data management. The questions that arise require close coordination across departments. But unlike in the past, when the tax people were often locked out of early project planning by confidentiality considerations, optimizing these new credits requires bringing tax into a company’s green initiatives from the earliest stages. Those early decisions—how you build a facility, add capabilities, or electrify your fleets—can add up to a significant percentage of your company’s transition to sustainability.
As governments increasingly use the tax code to create compelling but complex new incentives for sustainable practices, companies wanting to optimize their credits need to adjust their early decision-making and view the tax department as a vital partner in planning early on.",COMPANIES/ GUEST POSTS,ESGTODAY
"August 10, 2023",Blackstone Raises $7 Billion for Largest-Ever Private Credit Energy Transition Fund,"Alternative investment manager Blackstone announced today that it has raised $7.1 billion at the final close of its energy transition credit fund, Blackstone Green Private Credit Fund III (BGREEN III).
The firm said that the fund is the largest energy transition private credit fund ever raised.
Dwight Scott, Global Head of Blackstone Credit, said:
“Blackstone has built a premier platform focused on private credit in the energy transition and infrastructure markets. We are grateful for the trust from our limited partners and look forward to investing in this favorable market environment.”
The fund is managed by Blackstone Credit’s Sustainable Resources Platform. Blackstone launched the platform in January 2022, to invest and lend to renewable energy companies and those supporting the energy transition, in areas including residential solar and home efficiency, renewable electricity generation and storage, products, services, technologies and natural resources that enable the energy transition, decarbonized transportation, sustainability linked loans, green financings, and other energy infrastructure investments. The platform’s investments span the credit spectrum, ranging from investment and non-investment grade credit to preferred and convertible securities.
At the launch of the platform last year, Blackstone stated that it sees an opportunity to invest an estimated $100 billion in energy transition and climate change solutions projects over the next decade.
Robert Horn, Global Head of the Sustainable Resources Group for Blackstone Credit, said:
“The energy transition is impacting large sectors of the economy and is resulting in a growing need for efficient private capital. We believe our experience and scale will enable Blackstone Credit to deliver flexible solutions to companies driving this historic transition and generate compelling returns for our investors.”",ENERGY TRANSITION/ INVESTORS/ SUSTAINABLE FINANCE,ESGTODAY
"August 10, 2023",Private Equity Investor GEF Raises Over $200 Million for Brazil-Focused Climate Solutions Fund,"Global private equity firm GEF Capital Partners announced that it has raised R$1.05 billion (USD$214 million) at the final close of its Brazil-focused climate solutions-focused fund, the GEF LatAm Climate Solutions Fund III.
The new growth fund targets climate and pollution control solutions, investing lower middle market companies in Brazil.
Anibal Wadih, Managing Partner at GEF Capital Partners, said:
“In the midst of the pressing global challenges posed by climate change, Brazil emerges as a beacon of opportunity, steering the helm of innovative solutions. Introducing the GEF LatAm Climate Solutions Fund III, we are elated to announce our timely initiative to transform the world around us.”
GEF added that the fund has been structured to make private equity investments in companies that are geared towards climate change solutions, and that are also positioned to lead a wave of growth in sustainable initiatives across Brazil, with the fund poised to catalyze significant growth in Brazil’s climate solutions sector.
Wadih added:
“We believe in the power of sustainable change. Our vision is to collaborate with pioneering companies that not only spearhead climate solutions but also ensure a promising financial future. It’s about returns and it is also about creating a lasting impact for our planet.”",ENVIRONMENT/ PRIVATE EQUITY,ESGTODAY
"August 10, 2023",Sustainable Bond Proceeds Disproportionately Allocated to Climate Mitigation over Adaptation: Fitch,"Issuers of green and sustainability bonds are directing the proceeds from their issuances primarily on climate change-related projects, and disproportionately focusing on climate mitigation initiatives to reduce emissions over climate adaptation, despite a significant need for capital to address physical climate risks, according to a new report from Fitch Group’s sustainability-focused analytics business, Sustainable Fitch.
For the report, Sustainable Fitch examined the green, social, sustainability and sustainability-linked labeled bonds rated by its ESG Ratings service, with a focus on the instruments’ Use of Proceeds’ contribution to green and social impact, and the level of transparency and ambition in project or target selection.
The study found that most issuers scored well for their bonds’ Use of Proceeds, with UoPs typically receiving scores of 1 or 2, or excellent or good, based on their contributions to the level of transparency and ambition in project or target selection. A skew towards capital intensive and climate mitigation-focused projects, however, suggested that some activities remain underfunded, such as pollution prevention, employment generation and climate adaptation.
Within green bonds, climate mitigation categories dominate the use of proceeds selections, with renewable energy as the most common UoP category, at 27% of all UoPs, followed by energy efficiency at 22%, and clean transport and green buildings at 16% each. By region, U.S. issuers have the largest number of renewable energy UoPs, despite lower regulatory pressure to decarbonize. The report also noted that while the vast majority of US-based issuers with renewable energy UoPs are regional power utilities, several EU countries have many banks with renewable energy UoPs, with proceeds supporting green loans provided to the energy sector.
Sustainability bonds, which can use proceeds for a mix of social and environmental activities, are dominated by green UoPs, which represent 63%, and with green buildings as the most common UoP, with social accounting for 37%, with socioeconomic empowerment activities, such as loans to underrepresented minority-owned SMEs, as the most common social category.
While climate change was found to be the predominant focus of most green, sustainability and sustainability-linked bonds, the report indicated a heavy focus by issuers on climate mitigation activities such as renewable energy, green buildings, and clean transportation. The report noted that very few issuances had UoPs explicitly focused on climate adaptation, despite estimates from the UN Environmental Programme that the annual cost of climate adaptation will reach $160 billion – $340 billion by 2030.
The report added:
“We believe going beyond mitigation to focus on and finance climate adaptation is paramount, particularly for sectors such as real estate that remain most exposed to physical climate risks and are also the largest recipient of green and sustainable instrument-backed financing.”
The most common UoP categories selected for social bonds include affordable housing, at 30%, and socioeconomic advancement, also at 30%, followed by affordable basic infrastructure at 26%, while the least common was food security, at only 1%, with the report noting that agriculture and food production companies appear to be facing greater stakeholder pressure on environmental issues compared to social issues.
One of the key issues affecting the quality of sustainable bonds identified by the report was the lack of proceeds specified to be allocated specifically to new projects, which have the highest additionality on impact, versus existing projects. The report found that 90% of bonds allocated only between 1% to 24% of proceeds to new projects or did not disclose new vs existing information, while only 3% of rated entities specified that more than 75% of proceeds will be allocated to new projects.
Click here to access the report.","REPORTS, STUDIES/ SUSTAINABLE FINANCE",ESGTODAY
"August 9, 2023",Nuveen Launches $525 Million Sustainable Commercial Real Estate Lending Fund,"Investment manager Nuveen, and its sustainable commercial real estate financing solutions business Nuveen Green Capital (NGC), announced today the launch of the Nuveen CPACE Lending Fund, aimed at enabling insurance investors to finance energy efficiency and sustainability projects for commercial real estate.
The fund is launching with allocations of $525 million from an initial investor group of six major insurance firms.
Joe Pursley, Head of Insurance, Americas, Nuveen, said:
“Insurers are interested in differentiated sources of capital efficient income, and increasingly motivated to address climate change. The Nuveen CPACE Lending Fund mirrors those interests, offering the prospect of long-dated, attractive and stable risk-adjusted returns via an investment grade product that finances energy efficiency commercial real estate projects.”
The launch of the new fund follows Nuveen’s 2021 acquisition of Commercial Property Assessed Clean Energy (C-PACE) financing company Greenworks, rebranded last year as Nuveen Green Capital, aimed at establishing a foothold in the clean energy and energy efficiency lending market. C-PACE is a program that enables building owners to borrow money for clean energy projects such as renewable energy or energy efficiency, with repayments made through an assessment on their property tax bill, providing a more affordable financing alternative to mezzanine debt and equity.
The new fund, designed for the unique requirements of insurance investors aggregates the financing of C-PACE projects that reduce buildings’ environmental impact by increasing energy efficiency, and providing the insurers with a capital-efficient opportunity to access investment grade clean energy assets.
Alexandra Cooley, CIO of NGC, said:
“The Nuveen CPACE Lending Fund is an exciting evolution in the C-PACE industry and sustainable real estate financing, broadly. We are thrilled to deliver this proprietary investment opportunity to Nuveen’s growing insurance practice.”",INVESTORS/ NEW FUNDS & PRODUCTS/ SUSTAINABLE FINANCE,ESGTODAY
"August 9, 2023",Sustainable Industrial Water Solutions Startup Membrion Raises $12.5 Million,"Membrion, a provider of sustainable solutions for industrial and semiconductor wastewater, announced today that it has raised $12.5 million with the completion of the company’s Series B funding round.
Founded in 2016 Seattle-based Membrion enables industrial water users recycle their wastewater more sustainably and economically than traditional methods. The company manufactures ceramic desalination membranes able to recover up to 98% of water in harsh conditions, eliminating the need for thermal treatment, chemical precipitation or trucking water offsite. The solutions can be used in a variety of sectors, including microelectronics, oil & gas, and food and beverage.
Greg Newbloom, founder and CEO of Membrion, said:
“Our technology is a game changer for creating circularity of valuable resources from challenging wastewater, including harsh metal-laden wastewater in the semiconductor industry. Membrion has had many successful pilot projects and now has multiple commercial installations coming on-line that will save each customer hundreds of thousands of dollars per year.”
The second close of Membrion’s Series B round was led by Samsung Venture Investment Corporation and Lam Capital, raising $5.5 million, and followed a previous $7 million close led by PureTerra Ventures.
Kevin Chen, head of Lam Capital, said:
“Membrion is paying careful attention to creating sustainable solutions for water and resource circularity. This strategic investment reflects Lam Capital’s focus on investments in companies with the potential to have a disruptive force in technology and advance the semiconductor industry, and we believe Membrion may play an important role in ensuring that complex industrial wastewater is treated and reused sustainably while helping to meet ambitious ESG targets.”",ENVIRONMENT/ PRIVATE EQUITY,ESGTODAY
"August 9, 2023",California Launches Strategy to Scale Up Clean Hydrogen Economy,"California Governor Gavin Newsom announced plans to develop a new Hydrogen Market Development Strategy, aimed at building the state’s clean hydrogen market, in order to establish California as a U.S. hydrogen hub, and to help achieve its decarbonization goals.
Hydrogen is viewed as one of the key building blocks of the transition to a cleaner energy future, particularly for sectors with difficult to abate emissions, in which renewable energy solutions such as wind or solar are less practical.
The development of clean hydrogen capacity, such as green hydrogen, which uses renewable energy to power the process to extract hydrogen from other materials, will require massive investments in areas including infrastructure, electrolysis, transport and storage.
Newsom’s announcement follows the Biden administration’s release in June of the U.S. National Clean Hydrogen Strategy and Roadmap, aimed at significantly ramping the production, use and distribution of low carbon hydrogen for use in energy intensive industries and including a goal to scale U.S. clean hydrogen production and use to 10 million metric tonnes by 2030, and as much as 50 million tonnes by 2050.
The U.S.’ Bipartisan Infrastructure Law allocates $8 billion for the development of clean hydrogen hubs to create networks of hydrogen producers, consumers, and local connective infrastructure, aimed at reducing emissions in the transport and industrial sectors. According to Newsom’s office’s statement, the state’s new strategy aims to support California’s efforts to compete to become one of the federally funded hydrogen hubs.
The statement added that the strategy also aims to expand the market for clean and renewable hydrogen, one of the keys to achieving California’s climate goals targeting a clean electricity grid, net zero carbon emissions, and a significant reduction in air pollution.
Newsom said:
“California is all in on clean, renewable hydrogen – an essential aspect of how we’ll power our future and cut pollution. This strategy will lay out the pathway for building a robust hydrogen market to help us fully embrace this source of clean energy.”
According to the Governor’s office, the new initiative will create a market development strategy focused on leveraging clean hydrogen to accelerate clean energy deployment and decarbonize California’s transportation and industrial sectors. Newsom has directed the Governor’s Office of Business and Economic Development (GO-Biz) to develop the strategy, in consultation with state agencies including the California Air Resources Board, the California Energy Commission, and the California Public Utilities Commission, and to clearly define each agency’s roles and responsibilities, and to identify shared strategies, including financing models, permitting modifications and procurement initiatives, to deliver projects.
In a letter to GO-Biz Director Dee Dee Myers directing the strategy’s development, Newsom said:
“Scaling this in California isn’t just about addressing the climate crisis – it’s also about creating hundreds of thousands of jobs and cleaning the air in our communities. It’s about continuing to lead our country forward, building on our success in the zero-emission vehicle and clean electricity markets.”",ENERGY TRANSITION/ GOVERNMENT,ESGTODAY
"August 9, 2023",Guest Post – ESRS: A New Chapter in Sustainability Reporting,"By: Reinhilde Weidacher, Managing Director, Head of EMEA Solutions, ISS Corporate Solutions
The European Commission today (July 31, 2023) adopted the first set of European Sustainability Reporting Standards (ESRS) requiring companies to provide comprehensive and robust information about social and environmental impacts, risks and opportunities to a broad group of stakeholders. The new standards seek to support the European Green Deal by making available relevant, consistent, and comparable data under a new reporting framework, the Corporate Sustainability Reporting Directive (CSRD).
The release of the new disclosure rules by the Commission comes only five weeks after the International Sustainability Standards Board (ISSB) released its inaugural sustainability disclosure standards. Both sets of rules, while representing substantially different perspectives on the core concept of materiality signal an unprecedented level of awareness globally of the urgency of addressing and seeking to mitigate the unfolding climate crisis. Yet the scope of ESRS extends far beyond the topic of climate change – in line with the EU’s broad environmental and social commitments under the sustainable growth strategy. Will the new disclosure rules deliver on the lofty expectations? Will they contribute to guiding and accelerating companies’ sustainability programmes – or lock valuable resource in into ever more complex reporting efforts? Is the level of harmonization achieved sufficient to offset the burden of more ambitious disclosures?
Can disclosure rules drive sustainability performance?
The new disclosure rules define what qualitative and quantitative information companies should make available, demanding transparency around sustainability targets and metrics, and accountability for sustainability governance, business strategy and, critically, sustainability due diligence. This will inform investor decisions, as well choices made by employees, consumers, and business partners. Increased transparency and accountability are ultimately expected to drive improved sustainability performance.
This also applies to one of the core concepts in ESRS: sustainability due diligence, which guides companies in identifying, preventing, mitigating, and accounting for how they address actual and potential adverse impacts. While ESRS does not impose conduct rules, it sets out the information to be made available about the due diligence process.
Will investors have access to relevant, consistent, and comparable data?
The lack of access to reliable data is widely viewed as a key obstacle in sustainable finance. While the new disclosure rules seek to address this, they should not be expected to generate large volumes of immediately comparable data from the start. Both IFRS Sustainability Disclosure Standards and ESRS include a large amount of narrative and descriptive indicators that require further analysis. Digital taxonomies are currently under development under both frameworks to help identify and extract comparable data efficiently.
Whether most disclosures should be mandatory or subject to a company’s own materiality assessment was arguably the most contentious aspect in the finalization of ESRS. The European Commission’s decision to remove climate change and certain workforce issues from the original list of mandatory disclosures has been met with criticism from investors dependent on this data to comply with ambitious reporting obligations under separate EU laws.
It remains to be seen whether the Commission’s resolution to subject all disclosure requirements, except for those specified under a cross-cutting ‘General Disclosures’ standard, to a company’s materiality assessment will effectively support transparency and accountability while also reducing costs. Feedback submitted by companies and business associations reflected both concerns over resource-intense materiality assessments as well as, on the opposite front, relief over the drastic reduction of mandatory disclosures.
First disclosures under CSRD, applying the new ESRS, will have to be made already for financial year 2024 in reporting year 2025 (see below, CSRD: Applicability and implementation timeline). The new disclosure frameworks will therefore be relevant immediately to large companies, but their reach will extend far beyond that over time and should support deep market coverage of sustainability data. Coverage of the new EU rules will gradually expand, from an initial 11,500 companies to nearly 50,000 from 2026. Importantly, both ESRS and ISSB standards apply a value-chain approach to sustainability disclosures. The phase-in provisions put in place under both regimes in recognition of the resource burden for SMEs will delay the knock-on effect of disclosure requirements passed on to small suppliers and other business partners.
What level of harmonization has been achieved?
Work on the new standards has not only been guided by the objective to harmonize, but has also been accompanied by significant consolidation efforts. The architecture of the globally endorsed standard for climate change-related disclosures developed by the Task Force on Climate-Related Financial Disclosures (TCFD) informs the structure of both ESRS and the ISSB standards, providing a foundation for interoperability. The TCFD recommendations have been fully integrated into the climate change-related disclosure standards, ESRS E1 and IFRS S2. From January 2024, the ISSB will take on the TCFD’s monitoring responsibilities, signaling an important milestone in harmonization efforts. This comes after the consolidation under the ISSB of the Climate Disclosure Standards Board (CDSB) and the Value Reporting Foundation (VRF), which in turn incorporating the Integrated Reporting Framework and the SASB Standards.
EFRAG signed a cooperation agreement with the Global Reporting Initiative (GRI) to support “sustainability reporting convergence”. ESRS also incorporates the key concepts of foundational responsible business conduct guidance frameworks, the UN Guiding Principles and the OECD Guidelines for Multinational Enterprises, next to principles based on international conventions, e.g., ILO Conventions, and EU law. Going forward, it will be critical to ensure a high level of interoperability and alignment between the new disclosure frameworks to deliver on the commitment that harmonization will over time outweigh the cost of more comprehensive reporting.
Priorities: where to start?
Strengthen sustainability governance
Disclosures around procedures, controls and practices for the oversight and management of sustainability matters are central elements of both ESRS and the ISSB’s standards. Information requirements about sustainability skills and competencies on committees and boards as well as the integration of sustainability-related performance in incentive schemes are likely to prove particularly challenging. Only 12% of S&P500 companies have at least one board member with climate change-related skills according to ISS Data, while 23% of them disclose the use of climate-related metrics in their incentive plans for executives.[1] The new disclosure rules will increase scrutiny of boards’ ability to determine the adequacy of such metrics and to monitor and evaluate performance against them.
Determine materiality
The information to be disclosed is largely based on a company’s materiality assessment under both ESRS and the ISSB’s standards. Nearly 85% of European large and mid-cap companies disclosed they had carried out a sustainability materiality assessment, according to ISS Data. That compares with 52% in North America. For small-cap companies, that drops to 62% in Europe and 24% in North America.[2] Companies already providing these disclosures will have a head-start, but they will still have to substantially adapt and expand their efforts to identify and assess salient sustainability issues under the new disclosure rules. The “double materiality” approach underpinning the EU framework demands companies identify and evaluate both their impact on people and the environment and the effect on their financial performance through engagement with stakeholders and experts, and on the basis of scientific research and scenario analysis.
Embed sustainability in business strategy
Sustainability is no longer managed in isolation but should be an integral part of long-term strategic planning. As a result, sustainability disclosures should be aligned with financial disclosures. Both ESRS and IFRS S1 emphasize the importance of connectivity between sustainability disclosures and financial statements and require the integration of sustainability disclosures in financial reports. Specifically, CSRD-compliant sustainability statements, based on the requirements set out in the ESRS and incorporating EU Taxonomy disclosures, must be integrated into the company’s management report.
Look out for what is coming next
The release of the new sustainability disclosure frameworks signals monumental progress in the harmonization efforts in which key stakeholders globally participated over several years. It holds the promise of accelerating sustainable economic development through the availability of better data. But there is much work ahead. Both EFRAG and ISSB confirmed their commitment to deliver comprehensive guidance and tools, including the relevant digital taxonomies, to support implementation. Even so, the new frameworks will require major investments in developing technical expertise at all levels around individual sustainability topics, and in enhanced data gathering and reporting capabilities.
EU policymakers are not satisfied that disclosure rules alone will be sufficient to support the social and environmental commitments under the European Green Deal and the Sustainable Development Goals. A proposal for a Corporate Sustainability Due Diligence Directive, CS-triple-D, seeks to introduce rules of conduct, or due diligence obligations to prevent and mitigate the most harmful effects of business activities both within and outside the European Union. While discussions between EU institutions about certain aspects of the proposal are still ongoing, this very process has contributed to increasing awareness about the need for connecting the dots: core pieces in the large body of international conventions, global commitments and standards that this regulatory initiative is anchored in have been around for a decade or more.
The first half of 2023 has seen an unprecedented acceleration of regulatory and standard setting activity, all signs suggest that this will continue throughout the remainder of the year. By the end of this year, we expect to have a clearer picture of the global corporate sustainability project and how to measure and report on its progress going forward.
Notes:
[1] Governance Quality Score, data as of 21 July 2023.
[2] ESG Raw Data covering around 8,600 companies globally, data as of 20 June 2023.
About the author:
Reinhilde Weidacher is Managing Director and Head of EMEA Solutions at ISS Corporate Solutions (“ICS”), which helps companies design and manage their corporate governance, executive compensation, cyber risk monitoring, and sustainability programs. In this role, Reinhilde works across ICS departments to build solutions to meet the needs of corporations seeking to meet fast-evolving regulatory frameworks in EMEA.
Over the two decades prior to joining ICS in early 2023, Reinhilde worked closely with institutional investors globally to develop and implement sustainable investment solutions at ISS ESG and Ethix SRI Advisors prior to its integration in ISS in 2015.
She holds a Laurea in Political Science from Bologna University, Italy, and a Post Graduate Diploma in Social Sciences from Stockholm University.",ESG REPORTING/ GUEST POSTS,ESGTODAY
"August 9, 2023",Rio Tinto to Supply Iron Ore to H2 Green Steel for Low Carbon Steel Production,"Rio Tinto, the world’s largest iron ore producer, announced a new partnership with Swedish low-carbon steel startup H2 Green Steel, including a new multi-year agreement for the supply of high grade direct reduction iron ore pellets from Rio Tinto’s Iron Ore Company of Canada (IOC) operations for H2 Green Steel’s low-carbon steel production plant in Boden, Sweden.
Founded in 2020, H2 Green Steel is building the world’s first large-scale fossil-free steel plant in Boden, with the project including a giga-scale green hydrogen plant as an integrated part of the steel production facility. The company employs hydrogen produced using green power to remove the oxygen from iron oxide, avoiding most of the CO2 emissions normally produced, and uses electricity from 100% renewable sources for the energy requirements generated in the manufacturing process. H2 Green Steel aims to begin production in 2025, with plans to produce 5 million tons of nearly fossil-free steel by 2030.
The companies said that IOC’s pellets will account for a significant part of H2 Green Steel’s iron ore supply. Under the new agreement, Rio Tinto will also purchase and on-sell surplus low carbon hot briquetted iron (HBI) from H2 Green Steel produced during the ramp-up of its steelmaking capacity.
H2 Green Steel CEO Henrik Henriksson said:
“This is a significant milestone for our project in Boden. Not only by securing a supply of the high-quality iron ore needed for our green steel production, but also because we have a buyer for a portion of the HBI we initially expect to produce. Rio Tinto is a global leader in the mining industry and we welcome its concrete actions to accelerate the decarbonisation of the steel industry.”
Demand for low carbon steel is expected to increase significantly, over the next several years, as manufacturers globally aim to decarbonize their supply chains. Steelmaking is one of the biggest emitters of CO2 globally, and one of the more challenging sectors to abate, with total greenhouse gas emissions (GHG) from the sector accounting for 7% – 9% of direct emissions from the global use of fossil fuels.
Rio Tinto has set climate goals to reduce greenhouse gas emissions by 15% by 2025 and 50% by 2030, and to achieve net zero by 2050. The agreement with H2 Green Steel follows the launch by Rio Tinto in June of a partnership with China Baowu, the world’s largest steelmaker, aimed at decarbonizing the steel value chain, and focused on a series of projects in China and Australia.
Rio Tinto Head of Steel Decarbonisation Simon Farry said:
“We are partnering across the steel ecosystem to find better ways to support the decarbonisation of iron and steel making, and to reduce our scope 3 emissions. Our supply of high-grade iron ore pellets will support the acceleration of H2 Green Steel’s project, and on-selling their low-carbon HBI will enable us to gain a deeper understanding of the future needs of our customers and end users in the emerging green iron and steel market.”",COMPANIES/ ENERGY TRANSITION/ ENVIRONMENT,ESGTODAY
"August 9, 2023",S&P Removes ESG Indicators from Credit Rating Reports,"Credit ratings agency S&P Global Ratings announced that it will no longer include its ESG credit indicators, aimed at summarizing for investors the relevance of ESG factors on its credit analysis, in its reports on rated entities.
S&P introduced the alphanumeric ESG credit indicators in September 2021, outlining the influence of various ESG-related factors such as climate risk or transparency on its credit rating analysis on a 1 (positive)-to-5 (strongly negative) scale. At the time, S&P said that the indicators will not affect their credit ratings, but were instead meant to supplement the qualitative insights on the impact of the ESG factors on creditworthiness in its credit ratings reports.
In its statement announcing the change, S&P stated that it has “determined that the dedicated analytical narrative paragraphs in our credit rating reports are most effective at providing detail and transparency on ESG credit factors material to our rating analysis,” adding that these “remain integral to our reports.”
Last year, S&P Global was subject to an investigation by Republican attorneys general in several U.S. states, launched by Missouri Attorney General Eric Schmitt and forming part of a broader anti-ESG campaign, alleging that the company’s ESG evaluations, including its ESG credit indicators, were politicizing financial analysis.
ESG ratings providers have also come under scrutiny over the past several months by regulators globally over the transparency and consistency of their ratings. In June, for example, the EU Commission unveiled a proposal for ESG ratings providers to be supervised by European markets regulator ESMA, to ensure quality and reliability, and last month the UK’s FCA announced the launch of a draft voluntary Code of Conduct for ESG ratings and data providers.
Despite the removal of its ESG credit indicators, S&P said that the move will not affect its ESG principles criteria, or its commentary on ESG-related topics, including on the influence of ESG factors on creditworthiness.","ESG TOOLS, SERVICES",ESGTODAY
